 ," Ayë , Wengonguï quï , ante në Pönongä incecäimpa , ante Codito ingante da pönöninque Wengonguï , Debii wodi pëingä Aadöö nänö pönongaï baï Codito adobaï ",pönoncecäimpa,True," , ante änämaï inte weetë , Mëequitedeco nänö pönongaï baï cedinque Codito pönongä beyenque waodäni botö ayömö në nö cedäni bacedänimpa , angacäimpa "
 ," Mänömaïnö ante Pabodo tönö Bedënabee wee cecete ante apëneda ëñënäni incete godongämë ongönäni guiquënë , Mïnatö wengonguïmïna quï , ante cöwë ",pönoncemönimpa,True," , ante wawique pönëninque cedänitapa "
 , Në nö ñäö baï në ingaingä ïñömö waodäni tömänäni ïnänite tömengä nänö ñäö ëmömämo ,pönoncete,True, ante inguipoga weë pongacäimpa 
 ," Ñöwo ïñömö Itota mïñë në godäni pancadäniya gomö ayönäni , Dicacoo tönö wadäni waa pönï näni ente ",pönoncoo,True," waëmoncoo pönï ongö amönipa , ante tededänitapa "
 , Ante önöwënenque pönëninque möwocodë wïïmöñongä Wengonguï tömengä anquedo ingante da ,pönongä,True, pöninque anquedo ïñömö ïïmaï angantapa 
 , Incete Wengonguï nänö wee angaïnö ante adocanque nänö ëñënämaï cegaï baï Wengonguï nänö ,pönongaï,True, ïñömö wïï adobaï impa 
 ," Äñönäni Itota weetë , — Botö Wengonguï nänö në da ",pönongaïmo,True," ïñömote mïnitö botö ïmote mïni wede pönënö ïñömö ede mänïnö Wengonguï nänö cedö impa , angantapa "
 , Mänïñedë Tidëne quëwënongä Timönö guiquënë Adecantodo tönö Odopo tömëna wempo ïnongä inte tömengä yabeque gote ,pönongäimpa,True, 
 , Ayë botö ïmote Ao äninque botö ïmote në da ,pönongaingä,True, ingante do ede Ao äningä ingampa 
 ," Wengonguï , Wee aacebiimpa , ante bitö ïmite pönongä ënïmi inte bitö tömengä waa pönï nänö ",pönongaïnö,True, ante wee aacebiimpa 
 , Ïninque mönö Mempo öönedë në quëwengä ïñömö në änäni ïnänite waëmoncooque ante godömenque ,pönongampa,True," ,” ante Itota odömonte apënecantapa "
 ," Mempo Wengonguï ïñömö , Mïnitö näwä wëmïni ïmïni beyë , ante tömengä Wengä Önöwoca ingante mönonga da ",pönongantapa,True, 
 , Botö apënebo beyë mïnitö në ,pönonguënëmïni,True, incete pönönämaï ïmïni ïninque botö weetë ënämaï inte toceboimpa 
 ," Bitö , “ Mempo , bitö quï , ante , Badä , mïnö quï , ante do botö ",pönonguënënö,True," ince ñöwo weetë Wengonguï ingante do ede godonte impa ,” ante , Codobänö näni änö impa , ante apënecebiimpa "
 , Ede botö wedö ante cöwë waadete pönëmïni incete mïnitö da pönonce ceyömïnite wee cete ï eiquedö da ,pönonguïmïnii,True, 
 ," Tömengä , Da ",pönonguïmo,True," , ante nänö në angaingä ingante ante ente ëwocacete ante mïnitö ñöwo wänö cöedäni "
 ," Ayë , Adodö pönongä enceboimpa , ante pönëwëninque mïnitö në adodö ",pönonguingä,True, ingante godömïni inte wadäni ïnänite godönämaï ïmïni adinque Wengonguï mïnitö ïmïnite dice waa aquingäa 
 ," Mönitö ïmönite bitö , Cenguï , ante ïïmö ïñö ïïmö ïñö bitö ",pönönï,True, ñöwoöne ince eyepë pönömi ente cëmönie 
 ," Ayë , “ Awënë odeye ïñömö ëñace pö bedäni ïnänite ace guiiyongä ede adocanque monguïmëno bequï weocoo awënë odeye nänö ",pönönincoo,True, ince wëñadämaï inte önoncooque ee mongengä 
 ," Bitö tömengä ëmöwo ante , Në Ængä ïnongä ingampa , ante Itota pemoncebiimpa ,” ante anquedo Wengonguï nänö në da ",pönöningä,True, ponte Ootee ingante angacäimpa 
 ," Ante adinque tömengä beyë në cecedäni ïnänite , Mïnitö tömää itedë cemïni ate botö adocanque ingante deënadio tiguitamö adotamonque ",pönöninque,True," wacä ingante wacä ingante adotamonque adotamonque pönömo encemïnimpa , äñongante Ao ante yowementacodë cece godänipa "
 ," Ayë adobaï , Wengonguï Önöwoca mönö ïmonte nänö ",pönönö,True," baï mönö eyepë ëwocadinque cecëimpa , ante nanguï ëïnente weedäni "
 , Ayë cëwipa ente mämö pede ,pönonte,True," änäni ëninque tömengä tömëmempoca pe mangä adinque tömënäni da guicapodinque tömengä ingante , — Badogaa , bitö oodeo awënë odeyebi ïmipëë , ante badete togadänimpa "
