,"Sadašnji predsjednik Traian Basescu i socijaldemokrat Mircea Geoana ,",bivši,True,"ministar vanjskih poslova , u nedjelju će se suočiti u drugom krugu predsjedničkih izbora ."
,""" Ministarstvo unutarnjih poslova obvezatno je skrenuti pozornost na visok rizik kada su u",pitanju,False,imovina i ljudski životi .
,"Većina proizvodnih tvrtki više ne postoji ili se koriste za skladištenje robe ; učinkovitost kao koncept , čini se ,",bile,False,"su samo riječi , a nezaposlenost se produbljuje ."
,"Što se tiče same igre , Maradonine "" upozoravajuće "" izjave o mogućim grubim startovima na zvijezde njegove momčadi",pokazale,False,"su se neosnovanima , budući da nitko od argentinskih igrača nije zadobio niti najmanju ozljedu ."
,Katalizator su,bile,False,prijetnje ultranacionalističkih skupina koje su dovele do otkazivanja nedjeljne gay Parade ponosa u Beogradu .
,Basescu je podigao tužbu protiv novina koje su prve,objavile,False,"fotografije navodnog incidenta , kao i Dinua Patriciua , poslovnog čovjeka koji je ustvrdio kako je svjedočio događaju ."
,"A postoji i etnička komponenta , s obzirom da pojedinci iz različitih zajednica mogu reći da diskriminacija --",bilo,False,sada ili ranije -- utječe na mogućnost da izvuku korist iz privatizacije .
,"Nadao sam se da ću nakon rata dobiti natrag svoj posao , ali to se nije",dogodilo,False,". """
,"Ukazuje na tvrtke u istočnoj regiji Ana Morava , gdje je ranije",bilo,False,""" gotovo 17.000 radnika u poduzećima koja su sada privatizirana ."
,""" Preuranjeno pokretanje intenzivnog novog procesa ne bi",bilo,False,"preporučivo "" , kazao je podtajnik UN-a za politička pitanja Kieran Prendergast informirajući Vijeće sigurnosti o svojem posjetu Cipru , Grčkoj i Turskoj ranije ovog mjeseca ."
,Natječaj za odabir najboljeg projekta muzeja bit će,održan,False,"u rujnu , rekao je ministar ."
,"Zasad ,",osiguran,False,je samo putnički promet .
,""" Prvo smo prije dvije godine uzeli kredit kako bismo otišli na medeni mjesec , a zatim sam naslijedio ovaj",stan,False,u koji smo se onda uselili .
,Događanje je privuklo 35.000,posjetitelja,False,", uključujući i američku glumicu Meg Ryan ."
,"Snimka pokazuje predsjednika koji se naginje s pozornice s koje je držao govor u gradu Ploiesti tokom kampanje na lokalnim izborima prije pet godina , nastojeći čuti ženu koja je zatražila",pomoć,False,.
,Radovi finalista,bit,False,"će izloženi u londonskoj Galeriji Saatchi 23. lipnja , kojom će prilikom biti odlučeno o pobjedniku ."
,Natječaj za odabir najboljeg projekta muzeja,bit,False,"će održan u rujnu , rekao je ministar ."
,"Banja Luka , u Bosni i Hercegovini ,",bit,False,"će domaćin međunarodnog festivala kratkog filma "" Kratkofil "" od utorka , 16. lipnja , do subote ."
,"Reagirajući na s time povezane napade bivšeg komunističkog disidenta i pjesnika Mircee Dinescua , predsjednikova je supruga Maria Basescu , koja se do sada nije stavljala u prvi plan , objavila",otvoreno,False,pismo u kojem je porekla tvrdnje kako ju je njen suprug udario .
,Natjecanje se,održava,False,"petu godinu , te obuhvaća literaturu , prevođenje , glazbu , slikarstvo i kinematografiju ."
,"Radovi finalista bit će izloženi u londonskoj Galeriji Saatchi 23. lipnja , kojom će prilikom biti",odlučeno,False,o pobjedniku .
,""" Iako pravila takvog preraspoređivanja mogu biti javno iznesena u vrijeme registriranja , time se",povećava,False,"zabrinutost glede kompatibilnosti takvih zakonskih mjera s demokratskim načelima , budući da se smanjuje transparentnost za birače "" , navodi OESS / ODIHR ."
,Nadao sam se da ću nakon rata,dobiti,False,"natrag svoj posao , ali to se nije dogodilo . """
,""" Ako želite",dobiti,False,"nešto [ kao manjina ] , morate to tražiti ."
,Tri filma iz jugoistočne Europe uvrštena su na popis 12 filmova koji će,dobiti,False,financijsku potporu iz fonda za kinematografiju Vijeća Europe ( CoE ) Eurimages .
,"Obraćajući se okupljenima , premijer Sali Berisha kazao je kandidatima kako će , kada budu izabrani ,",dobiti,False,snažnu potporu vlada za svoje projekte .
,""" Moj je otac radio u tvrtki Hidroteknika , [ kao i ja ] do prosinca 1990. godine , ali onda sam izgubio",posao,False,zato što su nas srpske vlasti otpustile .
,Nadao sam se da ću nakon rata dobiti natrag svoj,posao,False,", ali to se nije dogodilo . """
,"Iako je većina ciparskih Turaka poduprla predloženi sporazum , samo je međunarodno",priznati,False,dio mediteranskog otoka pod nadzorom ciparskih Grka na kraju ušao u EU 1. svibnja 2004. godine .
,Zamjenik ministra pravosuđa Slobodan Homen izjavio je za B92 kako vlasti planiraju,zatražiti,False,"od najvišeg suda u Srbiji "" zabranu svih udruga koje upućuju prijetnje "" ."
,Kosovo ozbiljno analizira proces privatizacije,u,False,svjetlu učestalih pritužbi .
,"Feronikel je privatiziran prije pet godina i još uvijek posluje , ali",u,False,ozračju zabrinutosti za sigurnost radnika .
,Kažu da neki vlasnici i zaposlenici mogu iskoristiti određene rupe,u,False,zakonu dok drugi ne dobivaju gotovo ništa .
,""" Moj je otac radio",u,False,"tvrtki Hidroteknika , [ kao i ja ] do prosinca 1990. godine , ali onda sam izgubio posao zato što su nas srpske vlasti otpustile ."
,A,postoji,False,"i etnička komponenta , s obzirom da pojedinci iz različitih zajednica mogu reći da diskriminacija -- bilo sada ili ranije -- utječe na mogućnost da izvuku korist iz privatizacije ."
,"Nakon što je Hidroteknika privatizirana 2006. godine , "" nisam dobio nikakvu naknadu , a najgore je to što tvrtka više ne",postoji,False,", s obzirom da je novi vlasnik promijenio njezinu namjenu "" , rekao je Berisha za SETimes ."
,Većina proizvodnih tvrtki više ne,postoji,False,"ili se koriste za skladištenje robe ; učinkovitost kao koncept , čini se , bile su samo riječi , a nezaposlenost se produbljuje ."
,"Kada su u pitanju oni koji i dalje rade , [ ne",postoji,False,] jamstvo za sigurnost na radu .
,Feronikel,je,False,"privatiziran prije pet godina i još uvijek posluje , ali u ozračju zabrinutosti za sigurnost radnika ."
,"Vlada prodaje poduzeća , rješava",se,False,"opterećenja njihovog upravljanja , a novac od prodaje pomaže punjenju državnog proračuna ."
,"Ali na Kosovu , kritičari kažu da",je,False,"pravni proces koji se odnosi na privatizaciju složen i politički naelektriziran , što ima dugoročan utjecaj na gospodarstvo ."
,Esat Berisha,je,False,jedan takav primjer .
,"I zaista ,",pokušajte,False,pretražiti neku njuzgrupu preko ovog servisa i vidjet ćete do koje godine seže arhiva ...
,"Ovo je još jedna dobro poznata softverska tvrtka koja se fokusira na izradu programa za spašavanje podataka , pa ako niti jedan program koji iskušate ne uspije vratiti ono što tražite ,",pokušajte,False,s njihovim R-Studio alatom .
,"Zdravlje je sada dobro , ali",povećajte,False,imunitet .
,"Ako vam je neugodno pred partnerom ,",pokušajte,False,same .
,"Ali na Kosovu , kritičari kažu da je pravni proces koji se odnosi na privatizaciju složen i politički naelektriziran , što",ima,False,dugoročan utjecaj na gospodarstvo .
,Ferronikeli je flagrantan slučaj u kojemu nedostatak političke volje da se riješi,pitanje,False,"sigurnosti na radu ugrožava živote radnika "" , rekao je za SETimes ."
,"Unatoč svemu ,",osiguranje,False,"je bilo iznimno solidno , te se nitko od navijača ili novinara nije uspio probiti do igrača u hotelu ."
,Institut je izdao,priopćenje,False,u kojem se navodi kako su svoje zaključke dostavili predsjedništvu .
,Proces privatizacije,na,False,Kosovu pod povećalom
,Barem,na,False,"papiru , izgleda kao odlična ideja ."
,Ali,na,False,"Kosovu , kritičari kažu da je pravni proces koji se odnosi na privatizaciju složen i politički naelektriziran , što ima dugoročan utjecaj na gospodarstvo ."
,"A postoji i etnička komponenta , s obzirom da pojedinci iz različitih zajednica mogu reći da diskriminacija -- bilo sada ili ranije -- utječe",na,False,mogućnost da izvuku korist iz privatizacije .
,""" Međutim , Beograd bi se mogao",naći,False,u bezizlaznoj situaciji :
,"Ipak , momčad nije mogla sanirati štetu nanesenu porazom 0:2 od Republike Koreje u svojem prvom nastupu u",skupini,False,"-- to je kvalifikaciju u drugi krug učinilo herkulskim podvigom , unatoč činjenici da su u sljedećoj utakmici porazili Nigeriju ."
,"Poraz od Argentine označio je kraj jedne ere , budući da je trener Otto Rehhagel najavio svoj dugo",očekivani,False,"odlazak iz reprezentacije , koju je trenirao posljednjih devet godina ."
,Ako,započne,False,"teretni promet , carinska i fitosanitarna inspekcija poljoprivrednih proizvoda bit će obavljana u Volkovu , oko 10 kilometara od granice ."
,Misija EU na Kosovu kaže kako će se protokolom,potpisanim,False,sa srbijanskom policijom pomoći napori na jačanju vladavine zakona te kako on ne prijeti suverenitetu Kosova .
,U izjavama,danim,False,"za BBC , grčki stručnjak za terorizam Athanasios Drougas ukazao je na Revolucionarnu borbu , najnasilniju militantnu skupinu u zemlji , koja se nalazi na popisima terorističkih organizacija EU i SAD-a , kao moguće počinitelje bombaškog napada ."
,"Velčev , koji je preuzeo dužnost prije manje od mjesec dana , informirao je Rehna o",planiranim,False,"strukturnim promjenama u tužiteljstvu , obećavajući također kako će idućih dana biti podignute optužnice protiv ključnih šefova podzemlja ."
,"Razgovorima ,",održanim,False,"19. veljače u Sofiji , također je nazočio Sergej Kirijenko , ravnatelj Rosatoma , regulatornog tijela ruske nuklearne industrije ."
,"Mahlyanov , 22 , nedavno je pobijedio na prestižnom Emperor kupu na drugom velikom proljetnom turniru u "" sumo "" hrvanju",održanom,False,u Osaki .
,"Studentska sportska udruga ' Baltazar Adam Krčelić ' Zaprešić nastupila je na svom prvom službenom natjecanju , na 5. Studentskim sportskim susretima veleučilišta i visokih škola Republike Hrvatske Pula 2013. ,",održanom,False,od 7. do 9. lipnja 2013. u Puli .
,Hrvatska premijerka Jadranka Kosor i njen ruski kolega Vladimir Putin potvrdili su bilateralnu gospodarsku suradnju na sastanku,održanom,False,19. lipnja u Moskvi .
,Poznati makedonski redatelj Milčo Mančevski započeo je rad na svojem trećem,igranom,False,"filmu "" Kosti "" ."
,"Reagirajući na takvo stanje , Skender Veliu , koji je na čelu romskog saveza Amaro-Drom u Albaniji , izjavio je da su tamošnje manjine ustrojile",skupinu,False,"koja predstavlja Grke , Makedonce , Srbe , Crnogorce i Bosance te razgovaraju o svojim konkretnim problemima ."
,Obitelj Mrdak živi u,stanu,False,"u Beogradu , a većinu su svojih stvari kupili zahvaljujući bankovnim kreditima i zajmovima ."
,Turski model hoda pistom na prvom,danu,False,Tjedna mode u Istanbulu .
,"Terry Venables , bivši engleski reprezentativac , u svojoj kolumni za The Sun komentirao je svaku",skupinu,False,na Euru .
,"Ministar unutarnjih poslova Ranko Ostojić pojasnio je kako bi se takvi skupovi mogli održavati između osam i 22 sata , a morali bi se najaviti pet dana ili u iznimnim situacijama 48 sati prije",održavanja,False,skupa .
,"Zasad se zna da će HAMAG nastaviti raditi sa sličnim modelima po kojima je već poznat - jamstvima i potporama poduzetnicima , no otvorena je i mogućnost",davanja,False,"mikrokredita , ili osnivanja fondova rizičnog kapitala , što upravo provodi Slovenski fond ."
,"Naravno da postoje nijanse , ovisno o veličini ega te osobe , ali postoji samo jedan način da se to ispravno radi , a to je mješavina rukovođenja i",davanja,False,"prilike drugima da odigraju vlastitu ulogu "" ."
,"Na sastanku na kojem se razgovaralo o gospodarskoj suradnji između Kosova i Albanije , zamjenica predsjednika vlade Kosova Mimoza Kusari Lila i albanski premijer Sali Berisha odlučili su ukinuti carinska",davanja,False,koja ometaju kosovske izvoznike .
,Novi je muzej dio inicijative vlade usmjerene na poticanje turizma i,ostvarivanje,False,cilja od 30 milijuna stranih turista za 2010. i 2011 .
,Antonijević iz YUCOM-a potvrđuje da Srbija tek treba pronaći mehanizam za,priznavanje,False,sveučilišnih diploma s Kosova .
,"Međutim , koherentnost nedostaje u predstavljanju eurozone u međunarodnim financijskim institucijama - unatoč dogovoru Europskog vijeća iz Beča u prosincu 1998. da će se pozabaviti tim",pitanjem,False,.
,"Kroz povijest je razvoj i djelovanje franjevaca konventualaca ove Provincije bilo uvjetovano političkim , gospodarskim , kulturnim i socijalnim",stanjem,False,"koje je nametala Venecija , a krizna vremena osobito je donijela Mletačka republika koja je u 18. st. zatvarala mnoge samostane ."
,Podtajnik UN-a za politička,pitanja,False,Kieran Prendergast ( lijevo ) rukuje se s čelnikom ciparskih Turaka Mehmetom Ali Talatom tijekom posjeta podijeljenom otoku .
,""" Preuranjeno pokretanje intenzivnog novog procesa ne bi bilo preporučivo "" , kazao je podtajnik UN-a za politička",pitanja,False,"Kieran Prendergast informirajući Vijeće sigurnosti o svojem posjetu Cipru , Grčkoj i Turskoj ranije ovog mjeseca ."
,Također je obećao rješenje legalizacije i,pitanja,False,imovine .
,Maria Damanaki iz Grčke imenovana je za novu povjerenicu za pomorska,pitanja,False,"i ribolov , dok će povjerenica za zdravstvo u odlasku -- Androulla Vassiliou s Cipra -- biti na čelu povjerenstva za školstvo , kulturu , multijezičnost i mladež ."
,"Vlada prodaje poduzeća , rješava se opterećenja njihovog upravljanja ,",a,False,novac od prodaje pomaže punjenju državnog proračuna .
,"Nakon što je Hidroteknika privatizirana 2006. godine , "" nisam dobio nikakvu naknadu ,",a,False,"najgore je to što tvrtka više ne postoji , s obzirom da je novi vlasnik promijenio njezinu namjenu "" , rekao je Berisha za SETimes ."
,"Većina proizvodnih tvrtki više ne postoji ili se koriste za skladištenje robe ; učinkovitost kao koncept , čini se , bile su samo riječi ,",a,False,nezaposlenost se produbljuje .
,"Više od 600 milijuna eura prebačenih u banke u inozemstvu ,",a,False,"koje kosovska vlada ne koristi , donijela je privatizacija javnih i državnih tvrtki posljednjih godina ."
,Kosovo ozbiljno analizira proces privatizacije,u,False,svjetlu učestalih pritužbi .
,"Feronikel je privatiziran prije pet godina i još uvijek posluje , ali",u,False,ozračju zabrinutosti za sigurnost radnika .
,Kažu da neki vlasnici i zaposlenici mogu iskoristiti određene rupe,u,False,zakonu dok drugi ne dobivaju gotovo ništa .
,""" Moj je otac radio",u,False,"tvrtki Hidroteknika , [ kao i ja ] do prosinca 1990. godine , ali onda sam izgubio posao zato što su nas srpske vlasti otpustile ."
,Skupine grčkih navijača,navodno,False,"su zlostavljane na putu do stadiona , a situacija je na samom stadionu bila kaotična ."
,Prije,no,False,"što je branič Martin Demichelis u 76. minuti spremio odbijenu loptu u grčku mrežu , "" čudesnog "" Messija je uglavnom uspijevao zadržati mladi stoper iz kluba Genoa FC Sokratis Papastathopoulos , kojem bi solidni nastupi na Svjetskom kupu 2010. mogli otvoriti i vrata nekog još većeg kluba ."
,Film koji,navodno,False,prikazuje Basescua kako udara dijete na skupu 2004. potakao je kontroverze u zemlji .
,Svečano ponovno pokretanje linije Skoplje - Priština,održano,False,"je u prosincu prošle godine , kada je skupina ministara makedonske vlade otputovala vlakom u Prištinu ."
,EULEX : Sporazumom će se pojačati borba protiv,organiziranog,False,kriminala
,"Mirovna misija EULEX-a potpisala je u petak ( 11. rujna ) protokol sa srbijanskim ministarstvom unutarnjih poslova , čime je utrt put suradnji u borbi protiv",organiziranog,False,kriminala i krijumčarenja .
,""" Cilj im je borba protiv",organiziranog,False,kriminala i krijumčarenja .
,"Ukazao je kako uvjeti za članstvo u EU uključuju poštivanje ljudskih i manjinskih prava , kao i napore u borbi protiv ilegalne imigracije ,",organiziranog,False,kriminala i korupcije .
,U Skoplju je u utorak ( 12. prosinac ),otvoren,False,4. Romski amaterski kazališni festival .
,Sedamnaesti summit šefova država i vlada zemalja članica NATO-a u Istanbulu,završen,False,je u utorak ( 29. lipanj ) .
,U izvješću se zemlji pripisuju zasluge za rad,ostvaren,False,"na području zakonodavstva , gospodarstva i provedbe Sporazuma o stabilizaciji i pridruživanju ."
,Dio HAMAG-ove pripreme je i natječaj za prijavu konzultanata osposobljenih za pisanje projekata koji je,otvoren,False,do 11. studenoga .
